ID,Location,Heading,Is_Formal,Statement_Type,Axiom_Count,Theorem_Count,Is_Technical,Conversational_Score,Has_Contradictions,Has_Ambiguity,Is_Definitive,Max_Severity,Concept_Density,Concepts,Aliases,Tags
GEN11-1084,genesis-11/how-curvature-could-generate-an-axis::4-the-δadjacency-resonator-geometry-that-rings::44-why-adjacency-must-ring::b1,**4.4 Why Adjacency Must Ring**,False,,0,0,True,0.16,False,False,False,0.3,0,"δ, δ-geometry, ψ, λ, non-commutativity",Bk000a,"qualified, A0"
GEN11-1085,genesis-11/how-curvature-could-generate-an-axis::4-the-δadjacency-resonator-geometry-that-rings::45-curvature-as-the-projection-of-resonance::b1,**4.5 Curvature as the Projection of Resonance**,False,,0,0,True,0.0,False,False,True,0.0,0,"δ, Curvature, IGSOA, second-order shadow, ψ",Bk893ci,"definitive, low-uncertainty"
GEN11-1086,genesis-11/how-curvature-could-generate-an-axis::4-the-δadjacency-resonator-geometry-that-rings::46-two-walls-how-the-δresonator-forms-a-cavity::b1,**4.6 Two Walls: How the δ–Resonator Forms a Cavity**,False,,0,0,True,0.0,False,False,False,0.3,0,"δ, δ-adjacency, δ-induced",Bk520gh,qualified
GEN11-1087,genesis-11/how-curvature-could-generate-an-axis::4-the-δadjacency-resonator-geometry-that-rings::47-resonator-echoes-the-path-to-observation::b1,**4.7 Resonator → Echoes: The Path to Observation**,False,,0,0,True,0.0,False,False,True,0.0,0,"δ, gravitational-wave, round-trip propagation, δ-harmonic, leakage through the outer wall",Bk871ap,"definitive, low-uncertainty"
GEN11-1088,genesis-11/how-curvature-could-generate-an-axis::4-the-δadjacency-resonator-geometry-that-rings::48-universality-of-the-δadjacency-resonator::b1,**4.8 Universality of the δ–Adjacency Resonator**,False,,0,0,True,0.0,True,False,False,0.6,0,"IGSOA, present in adjacency-scale excitations, δ, present in early-universe Φ-modes, δ-resonator",Bk724bt,"qualified, conflicted"
GEN11-1089,genesis-11/how-curvature-could-generate-an-axis::4-the-δadjacency-resonator-geometry-that-rings::49-interpretational-summary-geometry-as-an-instrument::b1,**4.9 Interpretational Summary: Geometry as an Instrument**,False,,0,0,True,0.0,False,False,False,0.3,0,"gravitational-wave, Planck-scale, δ",Bk585ta,
GEN11-1090,genesis-11/how-curvature-could-generate-an-axis::4-the-δadjacency-resonator-geometry-that-rings::410-consequences-for-observation-and-theory::b1,**4.10 Consequences for Observation and Theory**,False,,0,0,True,0.0,False,False,False,0.3,0,"δ-geometry, Echo spectra encode the δ-harmonic coefficients, Observations of echo trains reconstruct adjacency deformation, IGSOA, δ",Bk304ea,
GEN11-1091,genesis-11/how-curvature-could-generate-an-axis::4-the-δadjacency-resonator-geometry-that-rings::410-consequences-for-observation-and-theory::a-merged-section-for-your-book-how-geometry-learns-to-sing::b1,**✔ A merged section for your book: “How Geometry Learns to Sing”**,False,,0,0,False,0.0,False,False,True,0.0,0,,Bk185jt,"definitive, low-uncertainty"
GEN11-1092,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::how-igsoa-δ-modes-map-to-cmb-anisotropies::a-complete-monistic-δ-φ-π-flow-for-cosmology::b1,"***(A complete, monistic δ → Φ → Π flow for cosmology)***",False,,0,0,True,0.0,False,False,True,0.0,0,"δ-geometry, Genesis-level, δ, four levels",Bk803ta,"definitive, low-uncertainty"
GEN11-1093,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::1-genesis-level-δ-modes-primordial-deviational-curvature::b1,**1\. Genesis-Level δ-Modes → Primordial Deviational Curvature**,False,,0,0,True,0.0,False,False,True,0.0,0,"δ, IGSOA, δ-curvature fluctuations, δ-curvature, non-zero deviation",Bk438ib,"definitive, low-uncertainty"
GEN11-1094,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::2-δ-harmonics-φ-wave-propagation-acoustics::b1,**2\. δ-Harmonics → Φ-Wave Propagation → Acoustics**,False,,0,0,True,0.0,False,False,True,0.0,0,"Sachs-Wolfe contributions, δ, Φ-propagator, Sachs-Wolfe, δ-harmonic",Bk911yh,"definitive, low-uncertainty"
GEN11-1095,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::2-δ-harmonics-φ-wave-propagation-acoustics::δ-harmonic-acoustic-peak-mapping::b1,**δ-Harmonic → Acoustic Peak Mapping**,False,,0,0,True,0.0,False,False,True,0.0,0,"δ, Mode, long-wavelength, Φ-Propagation, higher-order",Bk500hm,"definitive, low-uncertainty"
GEN11-1096,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::3-δ-adjacency-curvature-large-scale-parity-violations-axis-of-evil::b1,**3\. δ-Adjacency Curvature → Large-Scale Parity Violations (Axis of Evil)**,False,,0,0,False,0.16,False,False,True,0.0,0,IGSOA,Bk596tw,"definitive, low-uncertainty"
GEN11-1097,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::3-δ-adjacency-curvature-large-scale-parity-violations-axis-of-evil::if-δ-curvature-at-genesis-had-a-global-anisotropic-mode-δ₀₁::b1,"**\*\*If δ-curvature at Genesis had a global anisotropic mode (δ₀₁),**",False,,0,0,True,0.16,False,False,True,0.0,0,"first-order δ-adjacency misalignment, δ, Π-condensation, Φ-propagation, δ-adjacency",Bk898tm,"definitive, low-uncertainty"
GEN11-1098,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::3-δ-adjacency-curvature-large-scale-parity-violations-axis-of-evil::the-axis-of-evil-global-δ₀₁-mode-projection-into-ℓ-27::b1,**The Axis of Evil \= global δ₀₁-mode projection into ℓ ≈ 2–7.**,False,,0,0,True,0.16,False,False,False,0.3,0,"δ, →, low-mode, δ-mode, Π",Bk538tn,
GEN11-1099,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::4-δ-weitzenböck-curvature-polarization-eb-modes::b1,**4\. δ-Weitzenböck Curvature → Polarization (E/B Modes)**,False,,0,0,True,0.0,False,False,True,0.0,0,"δ, IGSOA, single-origin explanation, δ-curvature, δ-torsion",Bk111iy,"definitive, low-uncertainty"
GEN11-1100,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::4-δ-weitzenböck-curvature-polarization-eb-modes::igsoa-predicts-a-specific-δ-phase-correlation-between-ttteee-spectra::b1,**IGSOA predicts a specific δ-phase correlation between TT–TE–EE spectra.**,False,,0,0,True,0.0,False,False,True,0.0,0,"IGSOA, δ-harmonic, Λ, δ",Bk221st,"definitive, low-uncertainty"
GEN11-1101,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::5-the-cold-spot-as-a-π-condensation-scar::b1,**5\. The Cold Spot as a Π-Condensation Scar**,False,,0,0,True,0.0,False,False,True,0.0,0,"IGSOA, pre-geometric damping basin, Π-stabilized damping, cooler-than-average, Π",Bk158im,"definitive, low-uncertainty"
GEN11-1102,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::5-the-cold-spot-as-a-π-condensation-scar::igsoa-cold-spot-a-π-fixed-point-of-a-damped-δₙ-harmonic::b1,**IGSOA cold spot \= a Π-fixed-point of a damped δₙ harmonic.**,False,,0,0,False,0.16,True,False,False,0.6,0,IGSOA,Bk552tu,conflicted
GEN11-1103,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::6-summary-one-sentence-you-can-quote::b1,**6\. Summary (one sentence you can quote):**,False,,0,0,True,0.0,False,False,True,0.0,0,"δ, Φ-propagation, Π-condensed, δ-harmonic, Π",Bk223tc,"definitive, low-uncertainty"
GEN11-1104,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::if-you-want-i-can-also-produce::a-graphical-diagram-stack-like-we-did-for-tri-unity::b1,**✔ A graphical diagram stack like we did for Tri-Unity**,False,,0,0,False,0.0,False,False,True,0.0,0,,Bk135jt,"definitive, low-uncertainty"
GEN11-1105,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::if-you-want-i-can-also-produce::a-graphical-diagram-stack-like-we-did-for-tri-unity::you-said::b1,**You said:**,False,,0,0,True,0.0,False,False,True,0.0,0,"Projection, Axiom, Box, δ, Projection Axiom",Bk311sa,"axiom-box, definitive, sealed, low-uncertainty"
GEN11-1106,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::if-you-want-i-can-also-produce::a-graphical-diagram-stack-like-we-did-for-tri-unity::you-said::chatgpt-said::b1,**ChatGPT said:**,True,axiom,0,0,True,0.0,False,False,False,0.3,0,"δ, Φ, Π, δ-curvature, Meta-Time",Am726sa,"axiom-box, axiom, δcmb-projection, sealed"
GEN11-1107,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::if-you-want-i-can-also-produce::a-graphical-diagram-stack-like-we-did-for-tri-unity::you-said::b2,**You said:**,False,,0,0,False,0.0,False,False,True,0.0,0,,Bk019ha,"definitive, low-uncertainty"
GEN11-1108,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::if-you-want-i-can-also-produce::a-graphical-diagram-stack-like-we-did-for-tri-unity::you-said::chatgpt-said::b2,**ChatGPT said:**,False,,0,0,True,0.16,False,False,False,0.3,0,"δ-geometry, IGSOA, IGSOA adjacency-level interpretation, gravitational-wave echoes, gravitational-wave",Bk157bt,
GEN11-1109,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::how-adjacency-structure-can-cause-gravitational-wave-echoes-igsoa-version::δ-adjacency-φ-propagation-gw-phase-return::b1,***δ → Adjacency → Φ-propagation → GW phase return***,False,,0,0,True,0.0,True,True,False,0.6,0,"IGSOA, phase-symmetry, Π-condensed, δ-harmonics, graph-like",Bk599ia,"conflicted, ambiguous"
GEN11-1110,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::1-adjacency-is-not-smooth-it-has-δ-induced-discrete-bends::b1,**1\. Adjacency Is Not Smooth: It Has δ-Induced Discrete Bends**,False,,0,0,True,0.2,False,True,False,0.5,0,"Adjacency, δ, δ-curvature, →, nontrivial adjacency cycles",Bk918aa,ambiguous
GEN11-1111,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::adjacency-loops-natural-echo-chambers::b1,**Adjacency loops \= natural echo chambers.**,False,,0,0,False,0.0,False,False,True,0.0,0,,Bk081cb,"definitive, low-uncertainty"
GEN11-1112,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::2-φ-propagation-on-adjacency-is-dispersive-and-reflective::b1,**2\. Φ-Propagation on Adjacency Is Dispersive and Reflective**,False,,0,0,True,0.16,True,False,False,0.6,0,"Φ, δ-curvature, δ, time-delayed echoes, adjacency-length",Bk726tc,conflicted
GEN11-1113,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::3-gw-echo-mechanism-in-igsoa-core-idea::adjacency-creates-folded-paths-of-influence::b1,***Adjacency creates “folded” paths of influence***,False,,0,0,True,0.0,False,False,False,0.3,0,"return-paths, frequency-dependent attenuation, Φ, quasi-periodic tail, frequency-dependent",Bk329ba,
GEN11-1114,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::4-black-hole-near-horizon-region-δ-adjacency-amplifier::b1,**4\. Black Hole Near-Horizon Region \= δ-Adjacency Amplifier**,False,,0,0,True,0.0,False,False,True,0.0,0,"IGSOA, δ, Π-condensed, δ-curvature, Π",Bk938nc,"definitive, low-uncertainty"
GEN11-1115,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::4-black-hole-near-horizon-region-δ-adjacency-amplifier::adjacency-resonator::b1,**Adjacency resonator**,False,,0,0,True,0.0,True,False,False,0.6,0,"trapped-mode, near-horizon, re-emission, Φ-modes, Π-level",Bk600rw,conflicted
GEN11-1116,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::5-adjacent-reality-the-clean-igsoa-formula::b1,**5\. Adjacent Reality: The Clean IGSOA Formula**,False,,0,0,True,0.16,False,False,True,0.0,0,"Δ, IGSOA, β, α, δ",Bk862yc,"definitive, low-uncertainty"
GEN11-1117,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::6-the-igsoa-interpretation-1-sentence::b1,**6\. The IGSOA Interpretation (1 sentence)**,False,,0,0,True,0.0,False,False,True,0.0,0,"Φ-propagated, δ-curvature, re-emission, Π-level, Π",Bk014eo,"definitive, low-uncertainty"
GEN11-1118,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::7-if-you-want-next::or-we-can-compute-explicit-echo-sequences-from-δ-harmonics::b1,**✔ Or we can compute explicit echo sequences from δ-harmonics**,False,,0,0,False,0.0,False,False,True,0.0,0,,Bk867jt,"definitive, low-uncertainty"
GEN11-1119,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::7-if-you-want-next::or-we-can-compute-explicit-echo-sequences-from-δ-harmonics::you-said::b1,**You said:**,False,,0,0,False,0.0,False,False,True,0.0,0,"large-scale, Whether Genesis",Bk265wg,"definitive, low-uncertainty"
GEN11-1120,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::7-if-you-want-next::or-we-can-compute-explicit-echo-sequences-from-δ-harmonics::you-said::chatgpt-said::b1,**ChatGPT said:**,False,,0,0,False,0.0,False,False,True,0.2,0,"IGSOA, large-scale",Bk870yw,"qualified, definitive"
GEN11-1121,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::7-if-you-want-next::1-what-void-scars-mean-in-igsoa-language::b1,**1\. What “void scars” mean in IGSOA language**,False,,0,0,True,0.0,False,False,False,0.3,0,"IGSOA, memory of a low-order primordial mode, Π-level realized underdensity, spatially coherent on supercluster scales, late-time",Bk482vs,
GEN11-1122,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::7-if-you-want-next::2-genesis-0-deviation-implies-non-gaussian-adjacency-defects::b1,**2\. Genesis-0 deviation implies *non-Gaussian adjacency defects***,True,,0,0,True,0.16,True,False,False,0.7,0,"δ, first non-zero insistence, not yet metric-smooth, low-mode, pre-geometric",Bk324gy,"qualified, conflicted"
GEN11-1123,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::7-if-you-want-next::3-δ-φ-makes-defects-coherent-not-washed-out::b1,"**3\. δ → Φ makes defects *coherent*, not washed out**",False,,0,0,True,0.0,False,False,True,0.2,0,"IGSOA, δ, stable long-wavelength phase feature, Φ, δ-modes",Bk384ys,"qualified, definitive"
GEN11-1124,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::7-if-you-want-next::4-π-freeze-out-turns-a-negative-δ-basin-into-a-void::b1,**4\. Π freeze-out turns a negative δ-basin into a void**,False,,0,0,True,0.0,False,False,True,0.0,0,"Π, →, δ-curvature, negative δ-curvature, positive δ-curvature",Bk411cr,"definitive, low-uncertainty"
GEN11-1125,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::7-if-you-want-next::4-π-freeze-out-turns-a-negative-δ-basin-into-a-void::genesis-0-deviation-predicts-void-scars-as-π-realized-negative-δ-fixed-points::b1,**Genesis-0 deviation predicts void scars as Π-realized negative δ fixed points.**,False,,0,0,False,0.0,False,False,True,0.0,0,,Bk081cb,"definitive, low-uncertainty"
GEN11-1126,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::7-if-you-want-next::5-what-makes-this-a-prediction-vs-could-happen::b1,**5\. What makes this a *prediction* vs “could happen”**,False,,0,0,False,0.0,False,False,True,0.0,0,"IGSOA, specific qualitative signatures",Bk294id,"definitive, low-uncertainty"
GEN11-1127,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::7-if-you-want-next::5-what-makes-this-a-prediction-vs-could-happen::a-excess-of-very-large-voids::b1,**A) Excess of very large voids**,False,,0,0,False,0.0,True,False,False,0.6,0,"too-big-to-be-typical, heavy tail",Bk439ns,"qualified, conflicted"
GEN11-1128,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::7-if-you-want-next::5-what-makes-this-a-prediction-vs-could-happen::b-correlation-with-low-ℓ-cmb-anomalies::b1,**B) Correlation with low-ℓ CMB anomalies**,False,,0,0,True,0.0,True,False,False,0.6,0,"IGSOA, statistically non-random alignment, quadrupole-octopole, non-random, δ",Bk962bt,conflicted
GEN11-1129,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::7-if-you-want-next::5-what-makes-this-a-prediction-vs-could-happen::c-sharper-boundary-cleaner-coherence::b1,**C) Sharper boundary / cleaner coherence**,False,,0,0,True,0.0,False,False,True,0.0,0,"Adjacency, scar-like, Π",Bk925ad,"definitive, low-uncertainty"
GEN11-1130,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::7-if-you-want-next::5-what-makes-this-a-prediction-vs-could-happen::d-weak-environmental-dependence::b1,**D) Weak environmental dependence**,False,,0,0,True,0.0,False,False,False,0.3,0,"late-time, Λ",Bk727ps,
GEN11-1131,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::7-if-you-want-next::6-compact-igsoa-statement::b1,**6\. Compact IGSOA statement**,False,,0,0,True,0.0,False,False,True,0.0,0,"phase-locking, Genesis-level, δ-curvature, Π-fossils, Π",Bk715vs,"definitive, low-uncertainty"
GEN11-1132,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::7-if-you-want-next::7-where-igsoa-could-be-falsified-important::b1,**7\. Where IGSOA could be falsified (important)**,False,,0,0,True,0.0,False,False,False,0.3,0,"void interiors look statistically ordinary for their size, Axiom, observation-translation, Box, no excess tail of giant voids",Bk275os,axiom-box
GEN11-1133,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::7-if-you-want-next::7-where-igsoa-could-be-falsified-important::you-said::b1,**You said:**,False,,0,0,False,0.0,False,False,True,0.0,0,,Bk755hi,"definitive, low-uncertainty"
GEN11-1134,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::7-if-you-want-next::7-where-igsoa-could-be-falsified-important::you-said::chatgpt-said::b1,**ChatGPT said:**,False,,0,0,True,0.0,False,False,False,0.3,0,"δ-geometry, IGSOA, inflation-as-a-side-effect, δ, Π-level emergent phase",Bk633bt,
GEN11-1135,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::1-the-monistic-picture::b1,**1\. The Monistic Picture**,False,,0,0,True,0.0,False,False,False,0.3,0,"IGSOA, Π, δ, Φ, Genesis-level",Bk064if,
GEN11-1136,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::2-the-δ-φ-π-interaction-sequence-formal::step-0-genesis-ψ₀-δ::b1,**Step 0 – Genesis (Ψ₀ → δ)**,False,,0,0,True,0.0,False,False,True,0.0,0,"Adjacency, δ, ≠, δR",Bk873tf,"definitive, low-uncertainty"
GEN11-1137,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::2-the-δ-φ-π-interaction-sequence-formal::step-1-φ-smoothing-propagation::b1,**Step 1 – Φ: Smoothing & Propagation**,False,,0,0,True,0.16,False,False,False,0.3,0,"IGSOA, δ, Φ, δ-curvature, rapid homogenization",Bk489tc,
GEN11-1138,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::2-the-δ-φ-π-interaction-sequence-formal::step-2-π-condensation-realization::b1,**Step 2 – Π: Condensation & Realization**,False,,0,0,True,0.0,True,True,False,0.6,0,"Π, Φ, δ, horizon-scale, Π-language",Bk868ss,"conflicted, ambiguous"
GEN11-1139,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::3-inflation-emergent-metric-shadow-of-δ-smoothing::b1,**3\. Inflation \= Emergent Metric Shadow of δ-Smoothing**,False,,0,0,False,0.16,False,False,True,0.0,0,,Bk842tt,"definitive, low-uncertainty"
GEN11-1140,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::3-inflation-emergent-metric-shadow-of-δ-smoothing::igsoa-δ-smoothing-mimics-inflationary-expansion-when-projected-into-π-level-geometry::b1,**IGSOA: δ-smoothing mimics inflationary expansion when projected into Π-level geometry.**,False,,0,0,True,0.0,False,False,False,0.3,0,"Π, Φ, small-scale, δ-curvature, slow-roll",Bk047it,
GEN11-1141,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::4-how-δ-geometry-modifies-inflationary-predictions::b1,**4\. How δ-Geometry Modifies Inflationary Predictions**,False,,0,0,False,0.0,False,False,True,0.0,0,,Bk420ta,"definitive, low-uncertainty"
GEN11-1142,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::4-how-δ-geometry-modifies-inflationary-predictions::a-power-spectrum-tilt-δ-harmonic-slope::b1,**A. Power spectrum tilt \= δ-harmonic slope**,False,,0,0,True,0.16,False,False,False,0.3,0,"δ-harmonics, IGSOA, δ, ≈, δ-harmonicsn",Bk635sc,
GEN11-1143,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::4-how-δ-geometry-modifies-inflationary-predictions::b-low-ℓ-anomalies-are-not-flukes::b1,**B. Low-ℓ anomalies are not “flukes”**,False,,0,0,True,0.0,False,False,True,0.0,0,"IGSOA, octopole-planarity, δ, large-scale, δ₀₂",Bk387in,"definitive, low-uncertainty"
GEN11-1144,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::4-how-δ-geometry-modifies-inflationary-predictions::c-tensor-to-scalar-ratio-r-φ-propagation-efficiency::b1,**C. Tensor-to-scalar ratio r \= Φ-propagation efficiency**,False,,0,0,True,0.0,False,False,False,0.3,0,"δ, Φ, antisymmetric δ-torsion, δ-torsion, B-modes",Bk426ii,
GEN11-1145,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::4-how-δ-geometry-modifies-inflationary-predictions::d-non-gaussianity::b1,**D. Non-Gaussianity**,False,,0,0,True,0.0,True,False,False,0.6,0,"IGSOA, scale-dependent, topology-like, δ-curvature, δ",Bk283cg,conflicted
GEN11-1146,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::5-summary-baseline-igsoa-principle::inflation-π-level-appearance-of-φ-propagated-δ-curvature-smoothing::b1,**Inflation \= Π-level appearance of Φ-propagated δ-curvature smoothing.**,False,,0,0,True,0.0,True,False,False,0.6,0,"projection of Genesis dynamics into geometry, Genesis-level, Π",Bk760ei,conflicted
GEN11-1147,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::6-if-you-want-formal-deliverables::b1,**6\. If you want formal deliverables:**,False,,0,0,False,0.16,False,False,True,0.0,0,,Bk831cp,"definitive, low-uncertainty"
GEN11-1148,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::6-if-you-want-formal-deliverables::a-diagram-stack-showing-inflation-emerging-from-adjacency-smoothing::b1,**✔ *A diagram stack showing inflation emerging from adjacency smoothing***,False,,0,0,False,0.0,False,False,True,0.0,0,which version,Bk009js,"definitive, low-uncertainty"
GEN11-1149,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::6-if-you-want-formal-deliverables::a-diagram-stack-showing-inflation-emerging-from-adjacency-smoothing::you-said::b1,**You said:**,False,,0,0,False,0.0,False,False,True,0.0,0,"IGSOA, IGSOA-based",Bk683hd,"definitive, low-uncertainty"
GEN11-1150,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::6-if-you-want-formal-deliverables::a-diagram-stack-showing-inflation-emerging-from-adjacency-smoothing::you-said::chatgpt-said::b1,**ChatGPT said:**,False,,0,0,True,0.16,False,False,True,0.0,0,"IGSOA, how to derive empirically testable predictions, Genesis-level, pre-geometric, Π",Bk524bc,"definitive, low-uncertainty"
GEN11-1151,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::the-igsoa-testability-program::a-general-blueprint-for-extracting-falsifiable-observables-from-δφπ-dynamics::b1,***A general blueprint for extracting falsifiable observables from δ–Φ–Π dynamics***,False,,0,0,True,0.0,False,False,False,0.3,0,"IGSOA, a δ-mode or δ-curvature configuration, δ, Π, Φ",Bk094in,
GEN11-1152,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::1-identify-the-δ-level-structure::b1,**1\. Identify the δ-Level Structure**,False,,0,0,True,0.0,False,True,False,0.5,0,"δ, δ-resonances, δ-harmonic, δ-feature, δ-level",Bk738li,ambiguous
GEN11-1153,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::2-propagate-it-with-φ-derivational-engine::b1,**2\. Propagate It with Φ (Derivational Engine)**,False,,0,0,True,0.0,False,False,True,0.0,0,Φ,Bk853ht,"definitive, low-uncertainty"
GEN11-1154,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::2-propagate-it-with-φ-derivational-engine::a-phase-locking::b1,**(A) Phase-Locking**,False,,0,0,True,0.0,False,False,True,0.0,0,"→, E-modes, B-modes",Bk403hc,"definitive, low-uncertainty"
GEN11-1155,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::2-propagate-it-with-φ-derivational-engine::b-smoothing::b1,**(B) Smoothing**,False,,0,0,False,0.0,False,False,True,0.0,0,"high-frequency, inflation-like, low-frequency",Bk898eh,"definitive, low-uncertainty"
GEN11-1156,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::2-propagate-it-with-φ-derivational-engine::c-mode-coupling::b1,**(C) Mode-Coupling**,False,,0,0,True,0.0,False,True,False,0.5,0,"Adjacency, δ, ↔, Twist-curvature, δ-structure",Bk496ts,ambiguous
GEN11-1157,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::3-apply-π-realization-observable-universe::b1,**3\. Apply Π (Realization → Observable Universe)**,False,,0,0,True,0.0,False,False,True,0.0,0,"gravitational-wave, Π, testable predictions emerge, Φ-evolved, Φ",Bk269ft,"definitive, low-uncertainty"
GEN11-1158,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::putting-it-together-the-five-classes-of-testable-igsoa-predictions::b1,**PUTTING IT TOGETHER: THE FIVE CLASSES OF TESTABLE IGSOA PREDICTIONS**,False,,0,0,False,0.0,False,False,True,0.0,0,five strongest categories of observational tests,Bk340ba,"definitive, low-uncertainty"
GEN11-1159,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::i-cmb-scale-predictions::b1,**I. CMB-Scale Predictions**,False,,0,0,True,0.0,False,False,True,0.0,0,"Π, δ, Φ",Bk099ta,"definitive, low-uncertainty"
GEN11-1160,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::i-cmb-scale-predictions::1-low-ℓ-anomalies-come-from-δ₀₁-global-mode::b1,**1\. Low-ℓ anomalies come from δ₀₁ global mode**,False,,0,0,False,0.0,False,False,False,0.3,0,"large-scale, Cross-correlate, structural fossils",Bk381pq,
GEN11-1161,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::i-cmb-scale-predictions::2-acoustic-peaks-δ-harmonic-tower::b1,**2\. Acoustic peaks \= δ-harmonic tower**,False,,0,0,False,0.0,True,False,False,0.6,0,"IGSOA, harmonic-coherence, IGSOA-specific",Bk321is,conflicted
GEN11-1162,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::i-cmb-scale-predictions::3-b-modes-δ-torsion::b1,**3\. B-modes \= δ-torsion**,False,,0,0,False,0.0,False,False,False,0.3,0,"torsion-like, B-modes",Bk081ni,
GEN11-1163,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::ii-large-scale-structure-lss-predictions::b1,**II. Large-Scale Structure (LSS) Predictions**,False,,0,0,True,0.0,False,False,True,0.0,0,"δ-curvature, Π, δ, Φ",Bk926pt,"definitive, low-uncertainty"
GEN11-1164,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::ii-large-scale-structure-lss-predictions::1-void-scars::b1,**1\. “Void Scars”**,False,,0,0,True,0.0,False,False,True,0.0,0,Λ,Bk286ph,"definitive, low-uncertainty"
GEN11-1165,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::ii-large-scale-structure-lss-predictions::2-overdensity-scars::b1,**2\. Overdensity Scars**,False,,0,0,True,0.0,False,False,True,0.0,0,"Opposite-sign, δ-basin, δ",Bk788os,"definitive, low-uncertainty"
GEN11-1166,genesis-11/how-igsoa-modes-map-to-cmb-anisotropies::ii-large-scale-structure-lss-predictions::3-non-gaussian-structure-growth::b1,**3\. Non-Gaussian structure growth**,False,,0,0,True,0.0,False,False,True,0.0,0,"δ, δ-mode",Bk472fm,"definitive, low-uncertainty"
